Names,Answer,Series
baron-greenback,danger mouse characters,11
solti,conductors,11
rattle,conductors,11
toscanini,conductors,11
beecham,conductors,11
kitten,heels,11
cuban,heels,11
wedge,heels,11
cone,heels,11
hybrid,golf clubs,11
iron,golf clubs,11
putter,golf clubs,11
wood,golf clubs,11
nancy,first ladies,11
michelle,first ladies,11
lady-bird,first ladies,11
mamie,first ladies,11
mr-blobby,spots,11
die,spots,11
the-sun,spots,11
leopard,spots,11
fagin,oliver twist characters,11
sowerberry,oliver twist characters,11
rose-maylie,oliver twist characters,11
sikes,oliver twist characters,11
mat,bath,11
salts,bath,11
asparagus,bath,11
oliver,bath,11
sachs,fawlty towers actors,11
berkeley,fawlty towers actors,11
cribbins,fawlty towers actors,11
cleese,fawlty towers actors,11
archer,zodiac signs,11
bull,zodiac signs,11
virgin,zodiac signs,11
scales,zodiac signs,11
booth,photo,11
shoot,photo,11
finish,photo,11
album,photo,11
hammer,beatings,11
drum,beatings,11
pound,beatings,11
ram,beatings,11
great-auk,extinct animals,11
dodo,extinct animals,11
sabre-toothed-tiger,extinct animals,11
quagga,extinct animals,11
giant,immensity,11
mammoth,immensity,11
titanic,immensity,11
jumbo,immensity,11
argo,shortened shops,11
curry,shortened shops,11
boot,shortened shops,11
waterstone,shortened shops,11
kong,darts nicknames,11
the-wizard-of-oz,darts nicknames,11
the-power,darts nicknames,11
the-artist,darts nicknames,11
bridge,parts of an electric guitar,11
fingerboard,parts of an electric guitar,11
whammy-bar,parts of an electric guitar,11
pickup,parts of an electric guitar,11
fruit-salad,traditional sweets,11
fried-egg,traditional sweets,11
black-jack,traditional sweets,11
drumstick,traditional sweets,11
happy-families,john godber plays,11
bouncers,john godber plays,11
teechers,john godber plays,11
up-n-under,john godber plays,11
solo,european capital anagrams,11
bun-lid,european capital anagrams,11
red-bagel,european capital anagrams,11
pairs,european capital anagrams,11
weidenfeld,book publishing halves,11
simon,book publishing halves,11
thames,book publishing halves,11
chatto,book publishing halves,11
get-lucky,pharrell williams songs,11
angel,pharrell williams songs,11
blurred-lines,pharrell williams songs,11
drop-it-like-its-hot,pharrell williams songs,11
hanging,valley,11
nappy,valley,11
uncanny,valley,11
happy,valley,11
here,last lines of jerusalem,11
mills,last lines of jerusalem,11
divine,last lines of jerusalem,11
hills,last lines of jerusalem,11
sleuth,slang terms for detective,11
tec,slang terms for detective,11
gumshoe,slang terms for detective,11
prodnose,slang terms for detective,11
gene,the producers,11
mel,the producers,11
kenneth,the producers,11
dick,the producers,11
zero,sum,11
lump,sum,11
capital,sum,11
dim,sum,11
dau,welsh numbers,11
pump,welsh numbers,11
tri,welsh numbers,11
dwy,welsh numbers,11
damsel,"words for ""girl""",11
maiden,"words for ""girl""",11
lassie,"words for ""girl""",11
colleen,"words for ""girl""",11
horse,flies,11
crane,flies,11
fruit,flies,11
dragon,flies,11
nipper,famous dogs,11
laika,famous dogs,11
greyfriars-bobby,famous dogs,11
hachikō,famous dogs,11
maude,conservative party chairs,11
may,conservative party chairs,11
pickles,conservative party chairs,11
fox,conservative party chairs,11
hook,punches,11
bolo,punches,11
jab,punches,11
cross,punches,11
urchin,aquatic invertebrates,11
hydra,aquatic invertebrates,11
sponge,aquatic invertebrates,11
coral,aquatic invertebrates,11
line,victoria,11
plum,victoria,11
beckham,victoria,11
falls,victoria,11
black,puddings,11
yorkshire,puddings,11
christmas,puddings,11
summer,puddings,11
enter,computer keys,11
function,computer keys,11
control,computer keys,11
caps-lock,computer keys,11
gatsby,south african cuisine,11
chakalaka,south african cuisine,11
bunny-chow,south african cuisine,11
biltong,south african cuisine,11
portrait,self,11
serving,self,11
defence,self,11
esteem,self,11
waldo-pepper,"""the great"" film titles",11
dictator,"""the great"" film titles",11
rock-n-roll-swindle,"""the great"" film titles",11
escape,"""the great"" film titles",11
pointless,daytime quiz shows,11
the-chase,daytime quiz shows,11
15-to-1,daytime quiz shows,11
perfection,daytime quiz shows,11
opium,perfume brands,11
jadore,perfume brands,11
shalimar,perfume brands,11
no-5,perfume brands,11
frontier,final,11
score,final,11
countdown,final,11
fantasy,final,11
lady-godiva,slang for money,11
tanner,slang for money,11
bob,slang for money,11
bag-of-sand,slang for money,11
chase,literary sisters,11
bennet,literary sisters,11
fossil,literary sisters,11
march,literary sisters,11
celebration,disco tracks,11
upside-down,disco tracks,11
september,disco tracks,11
shame,disco tracks,11
kissing,bugs,11
the-love,bugs,11
june,bugs,11
millennium,bugs,11
oak-chip,anagrams of vegetables,11
lake,anagrams of vegetables,11
keel,anagrams of vegetables,11
may,anagrams of vegetables,11
doctor,repeat for a song title,11
monday,repeat for a song title,11
sugar,repeat for a song title,11
louie,repeat for a song title,11
shreds,internet memes,11
one-red-paperclip,internet memes,11
alex-from-target,internet memes,11
friday,internet memes,11
sunday,dessert homophones,11
moose,dessert homophones,11
π,dessert homophones,11
taught,dessert homophones,11
see,holy,11
island,holy,11
saturday,holy,11
city,holy,11
gone-girl,david fincher films,11
fight-club,david fincher films,11
zodiac,david fincher films,11
panic-room,david fincher films,11
conjunction,astrological terms,11
ascendant,astrological terms,11
house,astrological terms,11
square,astrological terms,11
scissor,sisters,11
seven,sisters,11
ugly,sisters,11
magdalene,sisters,11
brittany,gun dogs,11
munsterlander,gun dogs,11
italian-spinone,gun dogs,11
pointer,gun dogs,11
kirk,star trek captains,11
janeway,star trek captains,11
archer,star trek captains,11
sisko,star trek captains,11
norman,peoples of france,11
alsatian,peoples of france,11
provençal,peoples of france,11
picard,peoples of france,11
bergamasco,herding dogs,11
lancashire-heeler,herding dogs,11
collie,herding dogs,11
schapendoes,herding dogs,11
kermode,film critics,11
ebert,film critics,11
kael,film critics,11
bazin,film critics,11
taff,welsh rivers,11
dee,welsh rivers,11
wye,welsh rivers,11
usk,welsh rivers,11
eye,palindromes,11
pop,palindromes,11
deed,palindromes,11
level,palindromes,11
sea,cock,11
poppy,cock,11
shuttle,cock,11
pea,cock,11
shag,british birds,11
swift,british birds,11
twite,british birds,11
jay,british birds,11
boyle,gas laws,11
henry,gas laws,11
avogadro,gas laws,11
gay-lussac,gas laws,11
dettori,famous frankies,11
knuckles,famous frankies,11
vaughan,famous frankies,11
avalon,famous frankies,11
shangri-la,mythical places,11
atlantis,mythical places,11
asgard,mythical places,11
shambhala,mythical places,11
compact,former british soap operas,11
eldorado,former british soap operas,11
triangle,former british soap operas,11
crossroads,former british soap operas,11
keynes,second half of place names,11
lynn,second half of place names,11
buzzard,second half of place names,11
walden,second half of place names,11
scarlet,names of welsh rugby union teams,11
blue,names of welsh rugby union teams,11
osprey,names of welsh rugby union teams,11
dragon,names of welsh rugby union teams,11
hobby,birds of prey,11
vulture,birds of prey,11
kite,birds of prey,11
falcon,birds of prey,11
modigliani,nobel laureates in economics,11
friedman,nobel laureates in economics,11
hayek,nobel laureates in economics,11
tobin,nobel laureates in economics,11
victoria,african capitals,11
cairo,african capitals,11
juba,african capitals,11
praia,african capitals,11
spiaggia,beaches,11
strand,beaches,11
plage,beaches,11
kahakai,beaches,11
surrender,elvis presley songs,11
teddy-bear,elvis presley songs,11
king-creole,elvis presley songs,11
polk-salad-annie,elvis presley songs,11
monrovia,named after us president,11
woody-guthrie,named after us president,11
hoover-dam,named after us president,11
cristiano-ronaldo,named after us president,11
steuben,decorative glass,11
swarovski,decorative glass,11
tiffany,decorative glass,11
lalique,decorative glass,11
vignole,venetian islands,11
lido,venetian islands,11
murano,venetian islands,11
crevan,venetian islands,11
scimitar,reliant cars,11
kitten,reliant cars,11
rialto,reliant cars,11
bond-bug,reliant cars,11
lucozade,orange things,11
golden-gate-bridge,orange things,11
basketball,orange things,11
easycruiseone,orange things,11
bumblebee,autobots in transformers,11
optimus-prime,autobots in transformers,11
fixit,autobots in transformers,11
sideswipe,autobots in transformers,11
blow-out,vehicular mishaps,11
aquaplane,vehicular mishaps,11
rear-end,vehicular mishaps,11
shunt,vehicular mishaps,11
jumper,electrical conductors,11
probe,electrical conductors,11
busbar,electrical conductors,11
coaxial-pair,electrical conductors,11
rebrand,end with comedians,11
grimlock,end with comedians,11
okay,end with comedians,11
sidle,end with comedians,11
wertmüller,female film directors,11
coppola,female film directors,11
campion,female film directors,11
bigelow,female film directors,11
sunset,boulevards in la,11
hollywood,boulevards in la,11
venture,boulevards in la,11
wilshire,boulevards in la,11
umbrella,domes,11
geodesic,domes,11
gonbad,domes,11
onion,domes,11
allinson,bakers,11
farriner,bakers,11
poilane,bakers,11
the-little-red-hen,bakers,11
gala,night,11
twelfth,night,11
bonfire,night,11
hen,night,11
orlov,advert animals,11
churchill,advert animals,11
digby,advert animals,11
tony,advert animals,11
burns,cigar smokers,11
marx,cigar smokers,11
clarke,cigar smokers,11
bender,cigar smokers,11
canal-street,gay villages,11
castro,gay villages,11
chelsea,gay villages,11
darlinghurst,gay villages,11
sad,emoticons,11
kiss,emoticons,11
blush,emoticons,11
smile,emoticons,11
thinker,rodin sculptures,11
gates-of-hell,rodin sculptures,11
martyr,rodin sculptures,11
walking-man,rodin sculptures,11
wink,tiddlywinks terminology,11
bomb,tiddlywinks terminology,11
squidger,tiddlywinks terminology,11
tiddlies,tiddlywinks terminology,11
perkstreet,internet banks,11
first-direct,internet banks,11
cahoot,internet banks,11
ally,internet banks,11
pintail,types of duck,11
muscovy,types of duck,11
pochard,types of duck,11
mandarin,types of duck,11
kumquat,citrus fruits,11
tangelo,citrus fruits,11
minneola,citrus fruits,11
clementine,citrus fruits,11
satsuma,pay day loan companies,11
sunny,pay day loan companies,11
wonga,pay day loan companies,11
uncle-buck,pay day loan companies,11
note,nissan car marques,11
micra,nissan car marques,11
cube,nissan car marques,11
atlas,nissan car marques,11
humber,former car marques,11
singer,former car marques,11
wolseley,former car marques,11
triumph,former car marques,11
millennium,literary trilogies,11
maddaddam,literary trilogies,11
sprawl,literary trilogies,11
the-divine-comedy,literary trilogies,11
charles,bridges,11
vasco-da-gama,bridges,11
golden-gate,bridges,11
great-belt,bridges,11
buffalo,water,11
table,water,11
polo,water,11
tower,water,11
lepanto,naval battles,11
trafalagar,naval battles,11
salamis,naval battles,11
midway,naval battles,11
esmara,supermarket clothing brands,11
tu,supermarket clothing brands,11
fandf,supermarket clothing brands,11
george,supermarket clothing brands,11
syntagma,squares,11
red,squares,11
wenceslas,squares,11
tiananmen,squares,11
league,table,11
water,table,11
times,table,11
operating,table,11
bryn-mawr,seven sisters colleges,11
smith,seven sisters colleges,11
barnard,seven sisters colleges,11
vassar,seven sisters colleges,11
lamb,noble prime ministers,11
temple,noble prime ministers,11
primrose,noble prime ministers,11
wellesley,noble prime ministers,11
occiput,parts of the head,11
crown,parts of the head,11
scalp,parts of the head,11
mandible,parts of the head,11
nose,terms from wine tasting,11
mid-palate,terms from wine tasting,11
chewy,terms from wine tasting,11
finish,terms from wine tasting,11
graham,televangelists,11
bakker,televangelists,11
swaggart,televangelists,11
falwell,televangelists,11
naxos,british isles people,11
manor,british isles people,11
angel,british isles people,11
edna,british isles people,11
ecm,classical labels,11
phillips,classical labels,11
hyperion,classical labels,11
decca,classical labels,11
slot,screw recesses,11
robertson,screw recesses,11
hex,screw recesses,11
posidriv,screw recesses,11
mutter,"all mean ""mother""",11
moeder,"all mean ""mother""",11
mère,"all mean ""mother""",11
matka,"all mean ""mother""",11
māṃsa,tantric rituals,11
matsya,tantric rituals,11
madya,tantric rituals,11
mudrā,tantric rituals,11
molly,animals,11
martin,animals,11
mantis,animals,11
mink,animals,11
matthew,biblical characters,11
mark,biblical characters,11
matthias,biblical characters,11
mash,biblical characters,11
niet,"all mean ""no""",11
não,"all mean ""no""",11
nej,"all mean ""no""",11
nein,"all mean ""no""",11
nato,shakespeare characters named leo,11
nardo,shakespeare characters named leo,11
ntes,shakespeare characters named leo,11
nine,shakespeare characters named leo,11
nerve,parts of the body,11
nape,parts of the body,11
nates,parts of the body,11
nose,parts of the body,11
nyssa,plants,11
nipa,plants,11
nerine,plants,11
nettle,plants,11
30,rock,12
punk,rock,12
plymouth,rock,12
northern,rock,12
cowboy,nfl teams,12
saint,nfl teams,12
patriot,nfl teams,12
charger,nfl teams,12
beefeater,gins,12
magellan,gins,12
no-3,gins,12
gordons,gins,12
raven,tower of london,12
fusilier,tower of london,12
crown-jewels,tower of london,12
paul-cummins,tower of london,12
tucker,australian slang terms,12
sheila,australian slang terms,12
barbie,australian slang terms,12
yakka,australian slang terms,12
cavalier,laughing,12
jackass,laughing,12
policeman,laughing,12
gas,laughing,12
stock,parts of a rifle,12
butt,parts of a rifle,12
grip,parts of a rifle,12
barrel,parts of a rifle,12
blind,manchester united players,12
best,manchester united players,12
law,manchester united players,12
bruce,manchester united players,12
bowie,knives,12
flick,knives,12
stanley,knives,12
cheese,knives,12
gray,musical davids,12
soul,musical davids,12
essex,musical davids,12
guetta,musical davids,12
prison,wings,12
icarus,wings,12
paul-mccartney,wings,12
butterfly,wings,12
identity,last words of matt damon films,12
ryan,last words of matt damon films,12
hunting,last words of matt damon films,12
eleven,last words of matt damon films,12
dr-strangelove,fictional wheelchair users,12
timmy,fictional wheelchair users,12
professor-x,fictional wheelchair users,12
ironside,fictional wheelchair users,12
unready,monarch cognomen,12
confessor,monarch cognomen,12
bloody,monarch cognomen,12
curtmantle,monarch cognomen,12
katie-price,jordan,12
john-the-baptist,jordan,12
petra,jordan,12
king-hussein,jordan,12
bonnie,blue peter dogs,12
barney,blue peter dogs,12
goldie,blue peter dogs,12
shep,blue peter dogs,12
decree,words with abbreviated month at start,12
junta,words with abbreviated month at start,12
janitor,words with abbreviated month at start,12
octopus,words with abbreviated month at start,12
carson,fictional butlers,12
jennings,fictional butlers,12
lurch,fictional butlers,12
hudson,fictional butlers,12
false,noted bays,12
bantry,noted bays,12
ha-long,noted bays,12
guantanamo,noted bays,12
attica,us prisons,12
rikers,us prisons,12
san-quentin,us prisons,12
marion,us prisons,12
major,uk foreign secretaries,12
hammond,uk foreign secretaries,12
cook,uk foreign secretaries,12
straw,uk foreign secretaries,12
carrington,premier league training grounds,12
cobham,premier league training grounds,12
chadwell-heath,premier league training grounds,12
melwood,premier league training grounds,12
malta,m,12
motorway,m,12
mach,m,12
1000,m,12
post,last,12
hurrah,last,12
minute,last,12
word,last,12
nehru,types of jacket,12
donkey,types of jacket,12
harrington,types of jacket,12
dinner,types of jacket,12
cabbage,contain music groups,12
combusted,contain music groups,12
amusement,contain music groups,12
brose,contain music groups,12
caravan,parks,12
science,parks,12
safari,parks,12
country,parks,12
chrome,browsers,12
torch,browsers,12
opera,browsers,12
edge,browsers,12
wraith,rolls royce models,12
carmargue,rolls royce models,12
corniche,rolls royce models,12
silver-ghost,rolls royce models,12
aspects,lloyd webber musical titles,12
superstar,lloyd webber musical titles,12
phantom,lloyd webber musical titles,12
starlight,lloyd webber musical titles,12
spook,ghosts,12
shade,ghosts,12
spectre,ghosts,12
revenant,ghosts,12
trouble,contain currencies,12
franco,contain currencies,12
neuron,contain currencies,12
boulevard,contain currencies,12
bottle,courage,12
nerve,courage,12
pluck,courage,12
spunk,courage,12
dishwater,blond(e)s,12
ash,blond(e)s,12
platinum,blond(e)s,12
strawberry,blond(e)s,12
crossing,last words of coen brothers films,12
grit,last words of coen brothers films,12
arizona,last words of coen brothers films,12
proxy,last words of coen brothers films,12
atom-probe-field-ion,microscopes,12
dissecting,microscopes,12
simple,microscopes,12
electron,microscopes,12
frenchmans-creek,works of daphne du maurier,12
jamaica-inn,works of daphne du maurier,12
the-birds,works of daphne du maurier,12
the-scapegoat,works of daphne du maurier,12
eve,women in the old testament,12
rebecca,women in the old testament,12
bathsheba,women in the old testament,12
tamar,women in the old testament,12
otter,devon rivers,12
exe,devon rivers,12
torridge,devon rivers,12
dart,devon rivers,12
harbour,spelled differently in us english,12
cheque,spelled differently in us english,12
theatre,spelled differently in us english,12
axe,spelled differently in us english,12
bergamot,oranges,12
seville,oranges,12
navel,oranges,12
blood,oranges,12
cadiz,spanish ports,12
santander,spanish ports,12
alicante,spanish ports,12
barcelona,spanish ports,12
lions,jerusalem wall gates,12
damascus,jerusalem wall gates,12
dung,jerusalem wall gates,12
jaffa,jerusalem wall gates,12
1977,instagram filters,12
toaster,instagram filters,12
valencia,instagram filters,12
x-pro-ii,instagram filters,12
houston,texan towns,12
amarillo,texan towns,12
austin,texan towns,12
corpus-christi,texan towns,12
exeter,oxford colleges,12
balliol,oxford colleges,12
regents-park,oxford colleges,12
merton,oxford colleges,12
bike,mountain,12
lion,mountain,12
range,mountain,12
standard-time,mountain,12
ash,characters in alien,12
ripley,characters in alien,12
dallas,characters in alien,12
lambert,characters in alien,12
condensed-milk,liked by winnie the pooh,12
honey,liked by winnie the pooh,12
piglet,liked by winnie the pooh,12
hums,liked by winnie the pooh,12
beer,mustards,12
white,mustards,12
french,mustards,12
dijon,mustards,12
flange,types of nut,12
t-slot,types of nut,12
wing,types of nut,12
acorn,types of nut,12
glasgow,kisses,12
butterfly,kisses,12
air,kisses,12
judas,kisses,12
davis,the office actors,12
freeman,the office actors,12
crook,the office actors,12
gervais,the office actors,12
blood,bank,12
bottle,bank,12
merchant,bank,12
memory,bank,12
ralph,character from lord of the flies,12
roger,character from lord of the flies,12
piggy,character from lord of the flies,12
jack,character from lord of the flies,12
scarlet,fictional captains,12
haddock,fictional captains,12
america,fictional captains,12
phoebus,fictional captains,12
herald,local newspapers,12
recorder,local newspapers,12
chronicle,local newspapers,12
echo,local newspapers,12
serpent,brass instruments,12
cornet,brass instruments,12
clarion,brass instruments,12
sackbut,brass instruments,12
o2,uk arenas,12
genting,uk arenas,12
odyssey,uk arenas,12
hydro,uk arenas,12
bugle,places in cornwall,12
par,places in cornwall,12
redruth,places in cornwall,12
mousehole,places in cornwall,12
spud,gun,12
bb,gun,12
machine,gun,12
flare,gun,12
tartare,steak dishes,12
carpetbag,steak dishes,12
salisbury,steak dishes,12
chateaubriand,steak dishes,12
diane,characters from trainspotting,12
sick-boy,characters from trainspotting,12
renton,characters from trainspotting,12
begbie,characters from trainspotting,12
angel-of-the-north,works of antony gormley,12
quantum-cloud,works of antony gormley,12
another-place,works of antony gormley,12
field,works of antony gormley,12
belly-roll,high jump styles,12
eastern-cut-off,high jump styles,12
scissors,high jump styles,12
western-roll,high jump styles,12
flop,terms in poker,12
kicker,terms in poker,12
under-the-gun,terms in poker,12
gutshot,terms in poker,12
milkcap,fungi,12
horn-of-plenty,fungi,12
giant-puffball,fungi,12
oyster,fungi,12
apple-pie,bed,12
camp,bed,12
bunk,bed,12
river,bed,12
cheney,famous dicks,12
advocaat,famous dicks,12
francis,famous dicks,12
turpin,famous dicks,12
anniversary,waltzes,12
emperor,waltzes,12
skaters,waltzes,12
minute,waltzes,12
macaroni,penguins,12
humboldt,penguins,12
adelie,penguins,12
chinstrap,penguins,12
french-fork,styles of beard,12
balbo,styles of beard,12
goatee,styles of beard,12
van-dyke,styles of beard,12
mat,beer,12
goggles,beer,12
garden,beer,12
pong,beer,12
kahn,famous people called oliver,12
cromwell,famous people called oliver,12
north,famous people called oliver,12
stone,famous people called oliver,12
pedal,parts of a piano,12
key,parts of a piano,12
belly,parts of a piano,12
agraffe,parts of a piano,12
hardy,actors who played twins,12
irons,actors who played twins,12
hammer,actors who played twins,12
davis,actors who played twins,12
japanese-chin,kennel club toy group,12
griffon-bruxellois,kennel club toy group,12
maltese,kennel club toy group,12
pomeranian,kennel club toy group,12
greek,crosses,12
st-peters,crosses,12
lorraine,crosses,12
calvary,crosses,12
big-short,non fiction,12
information,non fiction,12
drunkards-walk,non fiction,12
god-particle,non fiction,12
judge-rinder,itv daytime,12
masterpiece,itv daytime,12
tipping-point,itv daytime,12
loose-women,itv daytime,12
cobra,gladiators,12
saracen,gladiators,12
hunter,gladiators,12
nightshade,gladiators,12
power,pack,12
jet,pack,12
six,pack,12
expansion,pack,12
wild,reese witherspoon films,12
election,reese witherspoon films,12
walk-the-line,reese witherspoon films,12
mud,reese witherspoon films,12
mountain,yoga positions,12
cow-face,yoga positions,12
lotus,yoga positions,12
crescent-moon,yoga positions,12
chisel,woodworking tools,12
adze,woodworking tools,12
bradawl,woodworking tools,12
plane,woodworking tools,12
rambutan,tropical fruit,12
guava,tropical fruit,12
avocado,tropical fruit,12
durian,tropical fruit,12
tangram,types of puzzle,12
tentaizu,types of puzzle,12
kenken,types of puzzle,12
crossword,types of puzzle,12
jigsaw,fashion stores,12
monsoon,fashion stores,12
oasis,fashion stores,12
mango,fashion stores,12
sousa,20th century composers,12
cage,20th century composers,12
ives,20th century composers,12
glass,20th century composers,12
work,shop,12
photo,shop,12
barber,shop,12
sweat,shop,12
louis,saint placenames,12
lucia,saint placenames,12
albans,saint placenames,12
kilda,saint placenames,12
mapple,fictional clergy,12
granger,fictional clergy,12
tuck,fictional clergy,12
cadfael,fictional clergy,12
arête,features of glacial erosion,12
corrie,features of glacial erosion,12
erratic,features of glacial erosion,12
roche-moutonnée,features of glacial erosion,12
kittle,unpredictable,12
fickle,unpredictable,12
mercurial,unpredictable,12
capricious,unpredictable,12
riley,rachels,12
treweek,rachels,12
weisz,rachels,12
hunter,rachels,12
gwyn,white surnames,12
de-witt,white surnames,12
wight,white surnames,12
leblanc,white surnames,12
smaug,dragons,12
fin-fang-foom,dragons,12
toothless,dragons,12
rhaegal,dragons,12
colophon,features of a book,12
frontispiece,features of a book,12
spine,features of a book,12
appendix,features of a book,12
wales,founders of internet companies,12
filo,founders of internet companies,12
omidyar,founders of internet companies,12
page,founders of internet companies,12
choux,types of pastry,12
flaky,types of pastry,12
puff,types of pastry,12
shortcrust,types of pastry,12
tonearm,parts of a record player,12
spindle,parts of a record player,12
turntable,parts of a record player,12
speed-selector,parts of a record player,12
piano,architects,12
rogers,architects,12
foster,architects,12
grimshaw,architects,12
ball,point,12
gun,point,12
needle,point,12
stand,point,12
read,radio 1 breakfast hosts,12
mayo,radio 1 breakfast hosts,12
moyles,radio 1 breakfast hosts,12
radcliffe,radio 1 breakfast hosts,12
trumpet,things that can be blown,12
fuse,things that can be blown,12
raspberry,things that can be blown,12
gasket,things that can be blown,12
yoke,synonyms for unite,12
knit,synonyms for unite,12
connect,synonyms for unite,12
bind,synonyms for unite,12
man,precede days of the week,12
manic,precede days of the week,12
ruby,precede days of the week,12
sheffield,precede days of the week,12
chinese,varieties of red,12
titian,varieties of red,12
blood,varieties of red,12
pillar-box,varieties of red,12
cayenne,words that sounds like two letters,12
empty,words that sounds like two letters,12
decay,words that sounds like two letters,12
essex,words that sounds like two letters,12
barney-the-dinosaur,purple things,12
amethyst,purple things,12
tinky-winky,purple things,12
cadbury-dairy-milk,purple things,12
murano,gordon ramsay restaurants,12
amaryllis,gordon ramsay restaurants,12
maze,gordon ramsay restaurants,12
aubergine,gordon ramsay restaurants,12
diner,barry levinson films,12
bugsy,barry levinson films,12
avalon,barry levinson films,12
envy,barry levinson films,12
kitty,animals in slang,12
jumbo,animals in slang,12
nag,animals in slang,12
pooch,animals in slang,12
black,pot,12
shot,pot,12
luck,pot,12
plant,pot,12
carpenter,sports broadcasters,12
hill,sports broadcasters,12
rider,sports broadcasters,12
bough,sports broadcasters,12
carpet,upbraid,12
roach,upbraid,12
trash,upbraid,12
slate,upbraid,12
cone,solid figures,12
prism,solid figures,12
spheroid,solid figures,12
tetrahedron,solid figures,12
carriage-release,typewriter components,12
cylinder,typewriter components,12
drive-roller,typewriter components,12
golf-ball,typewriter components,12
rabbit,scaredy cats,12
chicken,scaredy cats,12
poltroon,scaredy cats,12
wuss,scaredy cats,12
key,punch,12
bolo,punch,12
suffolk,punch,12
rum,punch,12
pathétique,beethoven piano sonatas,12
hammer-klavier,beethoven piano sonatas,12
moonlight,beethoven piano sonatas,12
pastoral,beethoven piano sonatas,12
toy,boy,12
ball,boy,12
altar,boy,12
whipping,boy,12
terrier,types of dog,12
hound,types of dog,12
working,types of dog,12
utility,types of dog,12
palme-dor,international film awards,12
goldener-bär,international film awards,12
teddy,international film awards,12
grand-prix,international film awards,12
java,programming languages,12
ruby,programming languages,12
go,programming languages,12
python,programming languages,12
sidewinder,snakes,12
habu,snakes,12
boomslang,snakes,12
anaconda,snakes,12
starling,turner prize winners,12
whiteread,turner prize winners,12
creed,turner prize winners,12
kapoor,turner prize winners,12
rocky,sylvester stallone films,12
cobra,sylvester stallone films,12
oscar,sylvester stallone films,12
cliffhanger,sylvester stallone films,12
saint-lazare,paris railway stations,12
lest,paris railway stations,12
bercy,paris railway stations,12
austerlitz,paris railway stations,12
eylau,napoleonic battles,12
copenhagen,napoleonic battles,12
jena,napoleonic battles,12
marengo,napoleonic battles,12
the-lateran,catholic councils,12
lyon,catholic councils,12
trent,catholic councils,12
constance,catholic councils,12
rome,said to be built on seven hills,12
edinburgh,said to be built on seven hills,12
sheffield,said to be built on seven hills,12
istanbul,said to be built on seven hills,12
sebastian,characters from the little mermaid,12
prince-eric,characters from the little mermaid,12
flounder,characters from the little mermaid,12
scuttle,characters from the little mermaid,12
lady-lazarus,works of sylvia plath,12
daddy,works of sylvia plath,12
ariel,works of sylvia plath,12
tulips,works of sylvia plath,12
calibiri,typefaces,12
tahoma,typefaces,12
impact,typefaces,12
cambria,typefaces,12
titania,moons of uranus,12
umbriel,moons of uranus,12
oberon,moons of uranus,12
miranda,moons of uranus,12
prospect,trade unions,12
nuj,trade unions,12
equity,trade unions,12
napo,trade unions,12
howard,fictional ducks,12
daddles,fictional ducks,12
dab-dab,fictional ducks,12
edd,fictional ducks,12
britannia,british coins,12
groat,british coins,12
unite,british coins,12
crown,british coins,12
leonard,big bang theory characters,12
penny,big bang theory characters,12
amy,big bang theory characters,12
sheldon,big bang theory characters,12
judd,famous ashleys,12
banjo,famous ashleys,12
giles,famous ashleys,12
cole,famous ashleys,12
belch,characters from twelfth night,12
aguecheek,characters from twelfth night,12
malvolio,characters from twelfth night,12
feste,characters from twelfth night,12
lyre,stringed instruments,12
psaltery,stringed instruments,12
kontra,stringed instruments,12
viola,stringed instruments,12
eruct,digestive wind release,12
burp,digestive wind release,12
gurk,digestive wind release,12
rift,digestive wind release,12
myrrh,obtained from trees,12
maple-syrup,obtained from trees,12
turpentine,obtained from trees,12
cork,obtained from trees,12
lame,duck,12
sitting,duck,12
rubber,duck,12
peking,duck,12
christiania,former names of capital cities,12
edo,former names of capital cities,12
angora,former names of capital cities,12
hanyang,former names of capital cities,12
cashmere,wool,12
vicuña,wool,12
qiviut,wool,12
alpaca,wool,12
horne,bbc radio light programme,12
hancock,bbc radio light programme,12
dale,bbc radio light programme,12
clitheroe,bbc radio light programme,12
vale,valleys,12
ria,valleys,12
glen,valleys,12
gulch,valleys,12
magdalene,sound miserable,12
blew,sound miserable,12
lowe,sound miserable,12
grimm,sound miserable,12
barton,marys,12
stuart,marys,12
berry,marys,12
beard,marys,12
into-darkness,star trek films,12
nemesis,star trek films,12
the-wrath-of-khan,star trek films,12
insurrection,star trek films,12
helter-skelter,beatles songs,12
michelle,beatles songs,12
glass-onion,beatles songs,12
across-the-universe,beatles songs,12
the-swarm,rollercoasters,12
revolution,rollercoasters,12
rita,rollercoasters,12
big-one,rollercoasters,12
sketch,"characters from ""skins""",12
anwar,"characters from ""skins""",12
maxxie,"characters from ""skins""",12
sid,"characters from ""skins""",12
timbers,us soccer teams,12
sounders,us soccer teams,12
crew,us soccer teams,12
galaxy,us soccer teams,12
desire,makes of smartphone,12
lumia,makes of smartphone,12
optimus,makes of smartphone,12
xperia,makes of smartphone,12
the-fly,u2 songs,12
sweetest-thing,u2 songs,12
elevation,u2 songs,12
new-years-day,u2 songs,12
frozen-in-time,david blaine stunts,12
above-the-below,david blaine stunts,12
revolution,david blaine stunts,12
buried-alive,david blaine stunts,12
schleifer,musical ornamentation,12
glissando,musical ornamentation,12
acciaccatura,musical ornamentation,12
